Title,Content,Label
"세르비아 대통령, 野승리 인정","베오그라드,세르비아,사회당,밀로셰비치,위원장,니시,시의회,이브코비치,탄유그,밀로셰비치대통령,코비치,50만,7개,일리치,진지치,시위규모,밀레,정교회,민주당,聯合",1
남미시장 개척 참여 중기 모집-서울시,"남미,서울시,수출상담,개척단,서울지회,경제진흥,칠레,산티아고,부에노스아이레스,콜롬비아,아르헨티나,지회장,중앙회,보고타,상파울로,이재길,기협,해외시장개척단,서울,브라질,시장개척단,신수출시장,사전확보,남미시장개척단,중소기업,시장,현지,수출,소재,참여,모집,주선,내달,바이어,개척,상담,중기",1
야 후보단일화 ‘샅바싸움’ 본격화,"자민련,단일화,국민회의,합의설,사실무근,여론조사,임기내,국민회의측,샅바싸움,자민련측,본격화,당직자,자민련내,임채정,국민회의내,dj,15대,김종필,박철언,이태희,지대섭,대단협,기자들,위원회,움직,김창영,부대변인",1
"민주, '검사기피법' 논의...한동훈 특정인 불처벌법 만들라","[앵커] ..더불어민주당이 이른바 ..'검사 기피제도'와 ..'정보공개법'을 내부 논의 중인 것으로 알려지면서 이재명 대표에 대한 방탄 논란이 다시 불거졌습니다. .. ..민주당은 이미 검찰개혁 단계부터 검토된 사안이라며 반박했지..(검수완박2를 추진한다, 검사실명법을 추진한다고….) 아까 그거 가짜뉴스라고 하지 않았어요? 왜 그런 확인되지 않은….] ..",0
선택의 기로에서(송영모 칼럼),"이회창,지도자,이후보,만큼,정치인,김대중,후보들,나신,진영,병역문제,이젠,유권자들,이인제,유권자,수준급들,경제파탄,imf,위기관리,북한편지,예방조치,눈총,재협상,오익제,김후보,키재기,승복약속,국제통화기금,연합전선,취약점,큰아,아킬레스건,가능성,언론매체,지역감정,건강문제,3인,공약들",1
"내 한표의 책임-이정복 서울대 교수,정치학(포럼)","지역감정,김대중,당선자,이회창,선거운동,한국,경제파탄,유권자,낙선자,정치인,자민련,인신공격,이인제,이회창후보,한나라당,유권자들,거국정부,공정성,지역감정선동,박태준,감사원장,21세기,김종필,연고의식,선거문화,이인제후보,3김,상대적",1
신해철씨 서울대 강의,"서울대,신해철,서강대,대중문화,한국,제작과정,대중음악,정보학,대중문화론,부생,전공과목,강의,대상,제작,홍보,판매,전략,현장,음반,과학,강사,출신,예술,히트,언론,테마,철학,가수",1
“펜타곤 옆 건물 폭발”…AI가 만든 가짜뉴스에 주가도 출렁,"인공지능(AI)이 만든 미국 펜타곤 옆 건물이 불타는 ..‘가짜 사진’이 소셜미디어를 통해 확산되며 미국 주요 지수가 빠지는 등 혼란이 일어났다... 한 인도 방송은 이 사진에 낚여 이를 보도했다가 나중에 사과하는 소동을 벌였다. .. ..미국 ..<시엔엔>(CNN)에 따르면, 22일(현지시각) 아침 트위터를 통해 펜타곤으로 보이는 큰 건물 옆에 검은 ..",0
"호주, 패배로 충격","호주,시드니,프랑스,승리후,머릿기사,브라질,2골,아이들,머릿,오세아니아주,98프랑스,발디르,델레그라프,월드컵축구,플레이오프,아시아,중대위기,이지지,역전패,언론들,호주축구,afp,선데이,충격,축구,패배,전반,시작,좌절,소개,인터뷰,감독,기사,비에라,위기,본선,중대,진출,아이,분위기",1
[IT리더스포럼]권헌영 고려대 원장 “사이버 보안인력 처우 개선 안하면 나라 위태로울 수도”,“정보기술(IT) 분야에서 정보보호 인력에 대한 처우가 가장 낮습니다... 이를 개선하지 못해 새롭고 훌륭한 인재가 정보보호 분야에 유입되지 않으면 나라를 통째로 넘기는 사태가 올 겁니다.” .. ..권헌영 고려..“러시아-우크라이나 전쟁 발발 한 달여 전부터 가짜뉴스 유포 등 사이버전을 벌이고 이후 물리전을 개시하며 통합전 양상을 보였다”고 설명했다...,0
PC통신에 추리소설 연재 김종원씨(인터뷰),"김씨,강릉,편집국장,김종원씨,세계일보,중앙일보,새바람,대나무집,김종원,독자들,나우누리,언론인,사회부,경제부,신세대들,원고지,일간지,강원아침신문,연재중,우리나라,연구소,고답적,실험대상물,강원도,10여일,1천,수채화,생명공학연구소",1
"이동관 방통위장 사퇴, 무분별 탄핵소추 단념 계기돼야[사설]","더불어민주당에 의해 탄핵소추안이 발의된 이동관 방송통신위원장이 1일 국회 본회의 표결 5시간여를 앞두고 스스로 물러난 것은, 탄핵소추안의 정당성을 인정해서가 아니라 방통위 기능 마비를 막기 위한 고육책으로.. 이상민 행정안전부 장관 탄핵소추 때처럼 헌재가 6개월 동안 심리하면 그 기간에 총선용 가짜뉴스의 단속도 어렵게 되는 점 등도 노린 것으로 보인다...",0
파산땐 2천년까지 원리금 전액보장-금융기관 예금자보호 문답풀이,"금융기관,투신사,증권사,원리금,2천,예금보험기금,종금사,예금자,공모주,예금보험공사,상호신용금고,유가증권,보험사,8조,보험료,신용관리기금,안정대책,증거금,관련법",1
미백치약 안전성 공방-LG­태평양 반론자료 내며 광고논쟁,"태평양,미백치약,소비자,일간지,lg,화이트키스,과산화수소,서울대,자존심,관계자,안전성,하이드록시,수산화인회석,회석,클라이덴,임상실험결,반사이익,구강출혈등,아파타이트,발표내용,소보원조사내용",1
"악취나는 ‘입’싸움-흑색선전,인신공격 등 거친 논평 난무","한나라당,국민회의,부대변인,이회창,인신공격,피라미드식,선거전,경제위기,진흙탕,부대변,우동주,정대변인,흑색선전,진영,절단낼,당측,김대중,후보진영,정동영,김후보,장광근,장현규,무책임",1
"파리 공기,서울 공기-송태권 파리 특파원(특파원 수첩)","서울,프랑스,자동차,한국,대기오염,승용차,한국인,대도시,파리시,선진국,환경부,다음날,연평균,주차요금,운행자제,난리법석,총연장,파리지앵,해외생활,주재원,봄날씨,시당국,미국,상사주재원,보완책,당위성,3급,기관지염,아이들,제한조업,체감오염도,과잉대응,한국사람들,운행제,아황산가스,대응조치",1
96농구 최우수선수,"이상민,국민은행,연세대,이강희,농구담당기자들,지도자,수상자,96농구,만장일치,추전,대기록,97정규,정태균,골리앗,동양제과,삼성생명,김재훈,기세환,서장훈,2백,박광호,모범심판,권은정,모범선수,현대전자,문경은,대잔치,언론사,4강,이강희이상민,조성원,mvp",1
"[사설] 이동관 방통위원장 밀어붙인 윤 대통령, ‘MB식 언론장악 시즌2’ 시작되나","윤석열 대통령이 28일 숱한 반대와 우려 목소리를 무시하고 이동관 대통령 대외협력특보를 차기 방송통신위원장 후보자로 지명했다... 이 특보는 이명박 정부 시절 공영방송 운영에 개입해 방송의 독립성과 자율성을 훼손한 ..‘엠비(MB·이명박)식 언론 장악’의 막후 지휘자로 지목되고 있다... 그..“가짜뉴스와의 전쟁에 각국 정부, 시민단체가 골몰하고 있다...",0
金正日 올해 권력 공식승계,"金正日,노동당,江澤民,중국,마이니치신문,소식통,국가주석,도쿄,최고인민회의,黃長燁,일본,聯合,시사통신,서울,외교소식통,외교위원장,위원장,작년말,당대회,권력승계,취임식,afp,주석,승계,권력,전달,서한,외교,자신,보도,인사,방문,언론",1
"트위터, EU ‘허위정보 확산 방지 협정’ 탈퇴…‘마이웨이’하는 머스크",일론 머스크 테슬라 최고경영자(CEO)가 인수한 트위터가 유럽연합(EU)의 허위정보 확산 방지를 위한 협정’서 탈퇴하면서 또 다시 논란이 일고 있다... 규제 보다는 표현의 자유를 중시한 머스크의 철학이 반영된 조치라는 해석이 나오는 가운데 트위터의 인력 부족 때문.. 가짜뉴스로 인한 수익을 방지하고 정치 광고 투명성을 보장하는 등의 내용을 담고 있다...,0
한보청문회-박경식씨 증언 요지 - 孟亨奎 의원(新) .李思哲 의원(新),"현철,현철씨,사무실,김현철씨,김현철,한보,김영삼,기독교,한국,고속도,국세청,메디슨,뒷조사,그중,권력자,메디슨사건,제주,김영삼대통령,휴게소,이민화,영식님,강성구,금융특혜",1
안기부법 ‘개악’도 묻혀선 안된다(사설),"안기부,안기부법,노동관계법,그동안,가능성,날치기,공산주의,지식인,수사권,노동법,무효화,변혁기,보안법,간첩활동,용공조작,국가보안법상,불고지죄,불고지,개정안,연두기자회견,김영삼,시국성명,노동조건,변호사,지식활동,창작활동,예술인",1
徐錫宰의원(900億 전달說)발끈,"대선자금,徐錫宰,발끈,9백억,나사본,정치발전협의회,본부장,언론중재위,중재위,범민주계,김종국전한보재정,한보그룹총회장,협의회,강구중,한보그룹,김종국전한보재정본부장,정태수,음모설,대응책,서의원,총회장,鄭泰守,金鍾國,생사람,기상천외,온몸,유분수,얘긴,신한국당,한보,서석재,李院宰,보도,의원,자금,계파,이날,절차,대선,출범,얼마,입당,외곽,사람,모임",1
사진기자윤리와 파파라초-이범석 사진부 기자(취재메모),"사진기자,영국,체스먼,케빈,연세대,내외신,사진부,사우스차이나,브루스,홍콩,유럽,난민촌,취재원,사생활보호,유럽회의,퓰리처상,다이애나,카터,파리떼,사생활,구호요원,사진작가,표현권,토론회,모닝포스트,논란거리,남아공,윤리문제,한마디,타산지석,사진촬영,보도사진,아프리카,분신자살,취재메모,다이애나빈,이범석,교통사고",1
(인터뷰)강경식 부총리 협력업체 문제도 기아가 책임져야,"채권단,협력업체,부총리,강경식,홍콩,화의신청,국제통화기금,결론날,기아문제,세계은행,수용여부,경영자,경제원,金善弘,기자들,1천,불투명,제각각,자신들,81억,부도유예협약,국민경제,姜慶植,법정관리,김선홍,일문일답,ibrd,imf,기아,화의,추가,지원,총회,결정,대책,입장,책임",1
經濟현장 진단 活路 보이는가 5-,"일본,정보통신산업,우리나라,1천,정보통신,교환기,대우통신,공장장,시흥,알제리,아시아,마더보드,정경부,제어기,삼보컴퓨터,미국,전광판,박찬호,관계자,대우,차세대,삼성전자,아이리쉬,명재곤,구미,단말기,일본시장,내수시장,8백,인천",1
"홍콩반환 관련 중국정부, 1국2체제속 갈등 예상","홍콩,중국,1국,최창근,중국정부,국가주석,강택민,부정부패,고속성장,언론자유,국가체제속,중국인,홍콩반환,북경,중국인들,인식부족,홍콩통일,홍콩주민,김준석,홍콩통치,부담감,자신감,체제속,영국,체제,자리,강조,자유,정부,갈등,예상,역사,바탕,인권,자원,부족,인구,인식,고속",1
"조원진, 이동관 ‘원스트라이크 아웃’에 “당신들도 똑같은 짓 한다고 보일 것”","조원진 우리공화당 대표가 7일 이동관 방송통신위원장이 최근 의도적 왜곡 보도 의심을 받는 ..‘김만배 허위 인터뷰’ 기사와 관련해 언론 ..‘원스트라이크 아웃제’ 도입 의지를 피력한 것을 두고 ..“(국민은) 당신들도 똑같은 짓..“가짜뉴스 악순환의 사이클에 그치는 것이 아니고 대선판에 영향을 미칠 수 있는 중대범죄 행위, 국기문란 행위라 생각된다”며 ..",0
홍콩차이나 3개월 ‘순항중’-경제 상승세 동건화 인기 치솟아,"홍콩,중국,베이징,관광객,지도부,자신감,상승세,홍콩차이나,반환이전,둥젠화,민주당,전문가,한마디,동건화,국경절,중국화,3개월,사절단,둥행정장관,리주밍,홍콩주민들,마틴,기념일,금세기",1
"윤, 자유총연맹 기념식 참석","윤석열 대통령이 정부 산하 안보단체인 ..'한국자유총연맹(자총)' 창립기념행사에 참석 ..올바른 역사관, 책임있는 국가관, 명확한 안보관을 가져야 한다고 강조했다... 현직 대통령이 자총 창립행사를 찾은 것은 1999년 김대중 전 ..허위선동과 조작, 가짜뉴스가 자유 대한민국을 위협하는 등 우리가 많은 도전과 위기에 직면해 있다며 이같이 말했다...",0
오존예보제 '있으나 마나'-환경연 발표 발령확률 거의 안맞아,"ppm,서울,주의보,오존주의보,국립환경연구원,측정소,오존농도,다음날,대구,발령확률,자동차,환경부,광주,시간당,오존예보,부산,대구시,시민들,ppm이상,광역시,가능성,이석조",1
"총상 당하고 행방불명된 ‘7인의 탈출’ 정라엘, 독보적인 존재감 과시 [M+이슈TV]","방다미 캐릭터에 설득력 더하는 강렬 열연 .. ..손녀 잃은 이덕화, 분노의 반격 다짐 ..‘7인의 탈출’ 정라엘이 흔적도 없이 사라졌다. ..지난 22일 오후 ..‘가짜뉴스’를 바로잡고자 고군분투했다...‘가짜뉴스’를 조작, 선동하고 있다고 알렸다...방다미는 금라희를 비롯해 한모네, 차주란(신은경 분), 고명지(조윤희 분) 그리고 가짜뉴스를 선동한 ..",0
東亞日報 77년 지구촌 독자들 인터넷 축하메시지,"동아일보,축하메시지,온라인,지구촌,독자들,9단,朴景利,서울,총무원장,저명인사,高建,東亞日報,풍속도,방명록,정보화,미국,캘리포니아주,강현욱,총무처,姜賢旭,김한규,陳稔,진념,金漢圭,權肅一,안병영,권숙일,과기처,安秉永,吳隣煥,權五琦,김동진,오인환",1
북 동포돕기 교계역량 결집'-목회자포럼 전체회의,"임원진,목회자포럼,전체회의,대사회적,통일문제,책임자,북한동포,기독교,틈탄,민심혼란,농어촌교회,목회자,최훈,농어촌,기독언론,빵문제,촌교회,한보,대응책,한국기독교목,북한주민들,네트워크,한국기독교목회자포럼,한보사태,네트워크구성문제",1
黃장엽 비서 서울行 최종점검,"서울,전투기,신변안전,언론사,黃長燁,부총리,權五琦,한국,한국방공식별구역,통일원,비상대기,남북관계,공군전투기들,상향조정,과열경쟁,배경설명,이동과정,비행장,필리핀정부,안전대책,특별기,필리핀,최종점검,북한노동당,협조체제,계확,서울안착,서울도착,안전입국,대표단,kadiz,聯合,장엽,비서,정부,안전,언론",1
옐친 개각 급브레이크 걸렸다-러 하원 추바이스 임명에 비난결의안,"추바이스,옐친,러시아,부총리,제1부총리,레베드,체르노미르딘,알렉세이,경제정책,주가노프,추바이스계,공산당,결의안,보좌관,국가두마,언론들,디아첸코계,항공사,예브게니,알렉산드르,겐나디,발렌틴,빅토르",1
탁현민 “김 여사 문제는 명료한 결론…활동 않겠다고 국민 앞에서 얘기했다”,[헤럴드경제=한지숙 기자] 문재인 정부 청와대에서 근무한 탁현민 전 의전비서관이 22일 김건희 여사의 대외 활동에 대해 ..“본인(김 여사)이 공개적이고 공식적인 활동을 하지 않겠다고 모든 국민들 앞에서 이야기했다”며 ..“자기 말에 대한 책임을 져야한다”고 강조했다...'실버마크' 인증과 관련 대통령실이 가짜뉴스 유포에 엄정 대응을 밝힌 데 대해 ..,0
‘일잘러’가 인턴에 업무 지시하듯…슬기로운 챗GPT 사용법[스테파니],"안녕하세요... 스테파니 독자 여러분... 동아일보 미래&스타트업팀 데스크를 맡고 있는 김선미 기자입니다... 요즘 챗GPT 잘 쓰고 계세요? 다들 챗GPT가 놀랍다고, 질문을 잘해야 좋은 답을 얻는다고 하죠... 그런데 아직도 챗GPT를 쓰지 않.. 챗GPT는 정확한 사실도 학습했지만 세상에 넘쳐나는 가짜뉴스와 거짓 정보도 충분히 많이 학습했으니까요...",0
"국토장관 후보, 양평道 추진 의지…예산반영은 '하라'는 뜻","[헤럴드경제=박로명 기자] 박상우 국토교통부 장관 후보자는 20일 서울∼양평 고속도로에 대해 ..내년에 60억원가량의 예산이 반영돼 있는데, 국민의 대표기관인 국회에서 적지 않은 예산을 반영해 주셨다는 것은 ..'하라'는 뜻으로 알고 있다고 밝혔다... .. .. .. .. 박 후보자는 이날 ..'가짜뉴스로 보는 것은 잘못됐다고 보느냐'는 질의에는 ..",0
金대통령 임기중,"임기중,대화합,전직대통령,전두환,金大中,김대중,국민회의,노태우,당직자,피해자,김영삼,金泳三,사람들,사면문제,사면복권,가해자,대통령,사과,사면,사람,처리,보도,상황,최선,간부,방법,회의,접촉,공식,용서,언론,공식적,사위,총재,전직,복권,반대,사실,임기",1
이동관 “자식 학폭 논란 부풀려져…졸업 후에도 연락하고 지내”,‘자녀 학폭’ 논란에 오른 이동관 대통령실 대외협력특별보좌관은 8일 ..“정치권부터 정쟁을 위한 무책임한 폭로와 가짜뉴스 생산을 멈춰달라”고 밝혔다. ..이 특보는 이날 오후 대통령실 출입기자단에 배포한 입장문을 통해 ..“먼저 사실관계를 떠나 제 자식의 고교 재학 중 학폭 ..“정쟁을 위한 무책임한 폭로와 가짜뉴스 생산을 멈춰 주시기 당부드린다”면서 ..,0
꺾을 인물 누구 없나,"지식인,강교수,이문열,미국,강준만,3권,인물비평,30여명,조순,농단자,박정희,조갑제,찬박,이인화,손호철,철학자,이건희,삼성그룹,서강대,다니엘,김우중,무임승차,역사학자,스필버그,캘빈,언어폭력,사회분위기,서울,유시민",1
체첸지원 러시아자금증발,"러시아,체첸,마스하도프,모스크바,지원금,조사단,이미베레조프스키,공무원,옐친,1억,보리스,체첸지원,ntv,와말라센코,부서기,재원마련,중심인물,몸값,7천억,루블이,안돼,8천,30억,베레조프스키,루블,潘炳熙,위원회,전달안돼,국방위원회,자금운송,대조작업",1
趙시장 민주당후보로 출마결심,"민주당,대선출,민주당후보,김상남,장부대변인,당규,김상남정책특보,하경근의원,간부들,이기택,공식대표,강창성,문제점,하경근,올림픽파크텔,당헌당규상,3명,조중연,장경우,의원등,강창성총재권,서울시장,대변인,부대변인,시장측,서울,장광근,출마결심,대선판도,총재단회,시장,의원,연기",1
기업정보 수문장 ‘무인시스템’-보안시설 첨단화 추세,"에스원,사업장,한국보안공사,보안요원,대우자동차,잡상인,삼성,방위산업체,수문장,외부인,삼성종합화학,제일제당,현대,라노스,카드개폐,첨단장비,전자경보,기업체,백상석,무인시스템,기업들,보안요원들,산업체,자동차,관계자,직장인들,직장인,관계자들,삼성자동차,예약문화,원씩,휴게실,자동공제",1
"대만 총통 선거, 3파전 속 ‘미·중 대리전’ 뚜렷","내년 1월 대만 총통 선거가 친미 민주진보당(민진당), 친중 국민당, 중도 민중당 후보의 3파전으로 확정된 이후 미·중 대리전 양상이 뚜렷해지고 있다... 친중 성향의 야권 후보 단일화가 무산되면서 민진당의 재집권 가능성이 커졌다는 당초 관측과 달리 민진당과 국민당 후보 지.. 민진당은 국민당의 주장을 가짜뉴스로 규정하고 중국의 인지전을 경계하고 있다...",0
한국위기 파장 막게 추가 지원을(해외사설),"한국,imf,금융위기,경제위기,미국,일본,미국인사들,추가지원,구제금융,조건들,한국정부,금융지원,오만불손,서울,수혜자,국제금융계,상대후보,1백,정치권,실용성,수혜자들,후보들,해외사설,김영삼,인도네시아,한국대통령,큰손들,일본은행,일본금융계,이전정부,국제통화기금,금융,지원,위기,정부",1
與 시도당 위원장 6명 추가 선임…대구 양금희·경북 송언석,"'가짜뉴스·괴담 방지 특별위원회'를 구성하고, 특위 위원장에 김장겸 전 MBC 사장을 선임했다... 앞서 국민의힘은 서이초등학교 교사 사망 사건에 자당 한기호 의원이 연루됐다는 가짜뉴스가 맘카페와 SNS를 중심으로 확산한 일을 계기로 ....가짜뉴스로 인한 국가적, 국민적 폐해에 대해..'가짜뉴스' 유포자들에 대해 잇따라 고소·고발 조치를 하기도 했다...",0
안인진 北잠수함 전시관 18일 제한 입찰 시행,"전시관,조선소,관계자,북한잠수함,강릉시,강릉,잠수함,공사비,그동안,안인진,설치공사,한진,한진등,한라,현대,건설업체,삼성,전도민들,전도민,t급,선박수리능력,낙찰방식,잠수항,지역관광사업,대우,원규모,계열사,지역경제,제한발주,안인진리,제한공고",1
[단독] ‘尹커피 가짜뉴스’ 나오기 전부터 “형이 쥔 카드면 尹은 죽어” 흘려,■ 판 커지는 대선 여론조작 의혹 .. .. .. ..親민주당 성향 ..‘열린공감 TV’ .. ..김만배 ..- 정영학 녹취록 보도 .. .. .. ..20대 대선 직전 여론조작 의혹을 수사 중인 검찰이 지난해 1월 화천대유 대주주 김만배 씨 입을 통해 ..“윤석열은 내가 가진 카드면 죽는다”는 발언을 전한 친더불어민주당 성향 열린공감TV의 보도도 주목..,0
이양희의원(자민련),"김대통령,포철,김일성,동숭동,동숭동팀,스테인리스강,이양희,자민련,전병민씨,기획단,사금고화,김만제,전병민,개인돈,재정문제,이성호씨,정태수부자,김만제회장,김정일부자,이성호,사금고,사물화,정태수,김정일,김회장,판매권,부자공유,이양희의원,증인,부자,권력,독점,대선,동의,의원,대책,언론,구분,청년,은행,개인,자식,도리,재정",1
'개통령' 강형욱 성추행 훈련사? 나 아님… 가짜뉴스 해명,강형욱 보듬컴퍼니 대표... 사진=유튜브 채널 ..'보듬TV' 갈무리방송 출연 경력이 있는 반려견 훈련사가 강제추행 혐의로 피소됐다고 전해진 가운데 강형욱 보듬컴퍼니 대표가 ..나 아니다라는 입장을 밝혔다... .. .. .. ..강 대표는 20일 사회관계망서비스(SNS)에 지인과 나눈 카카오톡 메시지를 공유하며 ..오늘 아침부터 주변 분들께 연락..,0
과도한 ‘1인 시위’ 적절한 규제 필요성[포럼],"지성우 성균관대 법학전문대학원 교수 .. .. .. ..현행 헌법 제21조에 언론·출판의 자유와 함께 규정돼 있는 집회·결사의 자유는 헌법.. 더욱이 SNS를 통해 사실관계를 왜곡한 가짜뉴스가 빠르게 유포되게 되면 기업의 신용도와 국격에 회복 불가능한 매우 심각한 타격을 주게 되고, 피해자들의 정신적·경제적 어려움도 가중되는 만큼 방지할 필요가 있다. ..",0
'정보의 대중화 시민손으로' 부산정보화 포럼 창립,"부산,정보화,부산정보화,정보도시,지역민,김웅균조합장,네트워크,이상희,부산발전연구원,박인호,조합장,우리나라,김웅균,공동대표,대중화,부산발전연구,부산발전연구원장,김일곤,동명정보대,동명정보대총장,성기수,신한국당,토론회,연구기획위원,그동안,언론계",1
청문회장 이모저모(한보 청문회),"총회장,한보,청문회,서울구치소,정태수,김덕룡,신한국당,한보그룹,중계차,청문회장,실무자,2백,김영삼,대선자금,50여명,발뺌,맹형규,안양,의원들,일변도",1
"김한길 청담동 술자리 의혹, 정치 팬덤이 증폭시켜… 자정노력 필요",김한길(사진) 대통령직속 국민통합위원장은 13일 ..극단적이고 적대적인 팬덤현상은 대화와 타협을 가로막고 자유민주주의를 훼손하고 있다며 ..정당과 정치인도 다양한 민의를 담아낼 수 있도록 스스로의 자정노력을 해야 한다고 강조..(정치권뿐 아닌) 언론과 소셜미디어 들도 올바른 정보제공과 가짜뉴스 확산을 방지하기 위한 사회적 책임을 다 해야 한다...,0
미 경제이론 논쟁 한창-장기호황 둘러싸고 '새패러다임 필요',"미국,저임금,인플레이션,로렌스,에드,크루그맨,뉴욕,신경제론자들,이코노미스트지,경제이론,기업들,경제론자,매사추세츠공대,평가절하,연구소,언론매체,월스트리트저널지,비즈니스위크,경제학자,창구역할,경제학자들,회의론자들,규제완화,회의론자,기업인,인원감축,도이체,회의론,치메린,모건사",1
"이한동,박찬종,최병렬,이인제(경선주자 25시)","지구당,정발협,이인제,이한동,최병렬,신한국당,대의원,박찬종,경기도,대선전,박고문,당원,대구지역,후보청문회,부산진,민생현안,정치경륜,대의원들,안양,대선후보,강서갑",1
"농해수위 등 3개 상임위 국감…日 오염수, 의대 정원 확대 두고 공방","국회는 25일 농림축산식품해양수산위원회 등 3개 상임위원회 국정감사에서 일본 오염수 방류, 의대 정원 확대 등을 고리로 논쟁을 벌였다... .. .. .. .. 이날 농해수위의 해양수산부 등을 대상으로 한 국감에서 더불어민주당 소속 소병..여러 가지 괴담, 가짜뉴스가 나오고 있는데 철저히 모니터링하고 국민에게 투명하게 결과를 공개해 달라고 강조했다...",0
"중앙일보 구독사절운동-국민신당,편집국장 등 간부들 맞고소도","중앙일보,국민신당,국민회의,간부들,김충근,편집국장,신한국당,공직선거법,청와대,삼성그룹,대변인,편집국,전육,신당설,지원설,정경유착,기획기사,보고서,신당지원설,언론중재위,당직자,맞고,불매운동,중재위,사과요구국민신당,당직자회의,이인제,국민당,언론본연",1
명경대,"청년들,就業大亂,젊은이들,기천,大亂,취업자,실업자들,실업자,新面,태고요,대졸자들,산업현장,작일,何樣,대졸자,유행병,유변유,유변유화,기독교청년회장,말들,野望,위낙,대학생,따름,시시각각,기독교,大望,불경기,서재필선생,잠심,명경대,언론사,광풍노도,종교가,청년회장,독립협회,잠심완독,李商在,서재필,상재선생,상재,대의명분,靑年,청년운동,益加玩昧",1
대통령실 “주 69시간에 안 매달려”… 근로기준법 재수술 예약,대통령실은 15일 고용노동부가 최근 발표한 근로시간 제도 개편 방안에 대해 ..“주당 최대 근로시간은 노동 약자의 여론을 더 세밀히 청취한 뒤 방향을 잡을 것”이라고 말했다... 현행 주 52시간 근무제를 유연화하는 개편안의 방향을 유지하되 일주일 최대 69시간 근로가 가능해진 부분에 대한 대폭 수정을 시사한 것으로 읽힌다. ..김..“가짜뉴스”라거나 ..,0
3후보 '불안한 민심 달래기' 전국 누비며 유세대결,"대구,금융기관,한나라당,imf,충남,이회창,당진,박정희,김대중,경제의병운동,김후보,내핍형,이인제,버스투어,김영삼,경제의병,제일은행,자유총연맹,예금자,만큼,박태준,거리유세,박정수,지역화합,자민련,대구백화점,유권자",1
[뉴스앤이슈] '학폭 무마'·'언론 장악' 의혹...이동관 청문회 쟁점은?,"■ 진행 ..: 나경철 앵커 ..■ 출연 ..: 복기왕 전 청와대 정무비서관, 김근식 전 국민의힘 비전전략실장 .. ..* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다... 인용 시 ..[YTN 뉴스N이슈] 명시해주시기 바랍니다. .. ..[앵커] ..허위제보 많을 수 있죠, 가짜뉴스도 많고...",0
사론의 자유(김성우 에세이),"국민감정,우리나라,언론자유,기업인,의견광고,자유일,이기주의,호소력,파업사태,중소기업,집단이기주의,다수의견,단체들,반국민감정,모기소리,일간지들,전화번호,일간지,얼음덩이,사람들,물위,전유물,대리언론,그동안,사회분위기,목소리앞,5단,김성우,제도화,언론기관,자유시장,소수들,현실화,부자유,가능성,자유언론,위협앞,목소리들,언론,의견,자유,광고,사론",1
"외국 언론 한국경제 왜곡보도-정부,제소 등 강력대응","한국,왜곡보도,한국경제,톱기사,블룸버그,인터내셔널헤럴드,트리뷴지,서울발,구제금융,홍콩,런던,동경,도산사태,보유액,가능성,검토중,국제통화기금,미국,뉴욕,도산,태국,경제전문통신사,국내경제,대외신인도,다음날,외환보유액,주가폭락,통신사,금융위기,경제위기,imf,보도,경제,금융,외국,정부,언론",1
"조국 전 장관, '조민·이준석 결혼' 가짜 뉴스에 쓰레기 같은 짓거리",조국 전 법무부 장관이 딸 조민 씨에 대한 가짜뉴스에 크게 분노했다. .. ..조 전 장관은 지난 8일 오후 페이스북에 황현선 더불어민주당 전략기획위원회 부위원장의 게시물을 공유하며 ..쓰레기 같은 자들의 쓰레기 같은 짓거리라고 말했다. .. ..앞서 황 부위원장은 같은 날 유튜브상에 공개된 ..'이준석 조민 결혼 임신 출산'이라는 내용의 쇼츠 게시..,0
주부 84% 'IMF이후 가계 긴축'-소비생활연 조사,"응답자,소비생활,근검절약,외식비,imf,경제위기,주부들,4백,신발비,사교육비,소비자,한국소비생활연구원,식료품비,복수응답,서울,경제상황,생활규모,휴가계획,긴축가계경제,경제난,책임소재,소비생활연,생활연,imf협정,긴축정도,주부,긴축,책임,정부,계획,휴가,조사,경제,생활,가계,소비",1
"‘미디어선거’에 대한 반성-유재천 한림대 교수,신문방송학(포럼)","토론회,tv토론회,미디어선거,후보자,tv,미국,언론매체들,진행방식,문제점,선거보도,경쟁심,금권선거,3회,선거운동기간,대통령선거,정치광고,김대중,부작용,여론조사보도,새정치국민회의,전문가들,구미,국가들,전문가,유권자들,유권자,한림대,신한국당,논리전개상,유재천,관권선거",1
지나친 배려 항의전화 빗발 - 국회 청문회 이모저모,"청문회,신한국당,고사성어,홍인길,재추궁,야당의원들,의원들,成人,동기동창,맘속,국정개입,비서관,법관시절,전사정비서관,김현철,사용처,傳家,玄敬大,朴柱千,구속중,조순형,위원장,집중추궁,박주천,위원들,시작전,李忠範,현경대,김문수,趙舜衡,한보,변호인,맞불,김현철씨,이규정,총무수석,寶刀,金泳三",1
